Year,price,Fuel type,Gear box type,Manufacturer,Color,CarName
2023,7923,Petrol,CVT,HONDA,Red,honda crv
2013,27436,Diesel,Manual,VOLVO,Yellow,volvo v60
2011,54175,Diesel,CVT,LEXUS,Blue,lexus gs350
2010,73826,Hybrid,CVT,PORSCHE,Navy,porsche macan
2021,10570,Electric,Automatic,GMC,White,gmc truck
2016,38721,Hybrid,Semi-Automatic,INFINITI,Black,infiniti q60
2020,96695,Electric,Automatic,BMW,Gold,bmw 740i
2018,29507,Petrol,Semi-Automatic,MAZDA,Maroon,mazda cx9
2012,11475,Diesel,CVT,CHEVROLET,Yellow,chevrolet camaro
2021,41720,Hybrid,Semi-Automatic,SKODA,Navy,skoda suv
2016,22431,Diesel,CVT,JAGUAR,Gold,jaguar ipace
2005,8406,Hybrid,Automatic,HYUNDAI,Green,hyundai ioniq
2010,64458,Electric,Automatic,MERCEDES-BENZ,Beige,mercedes-benz gls
2005,21007,Electric,Automatic,INFINITI,Blue,infiniti q70
2017,23196,Petrol,Automatic,MINI,Green,mini cooper
2009,20717,Hybrid,Semi-Automatic,VOLKSWAGEN,Yellow,vw atlas
2012,14540,Hybrid,Semi-Automatic,BUICK,Yellow,buick sedan
2024,51172,Electric,Automatic,CADILLAC,Blue,cadillac minivan
2020,32047,Electric,Automatic,KIA,Grey,kia optima
2018,31553,Petrol,Manual,JEEP,Purple,jeep renegade
2024,55008,Petrol,CVT,BMW,Silver,bmw x1
2018,40745,Diesel,Semi-Automatic,PEUGEOT,Brown,peugeot sedan
2022,114813,Electric,Automatic,TESLA,Red,tesla roadster
2016,21252,Petrol,Manual,SUZUKI,Gold,suzuki coupe
2012,30800,Electric,Automatic,DODGE,White,dodge durango
2018,73418,Hybrid,Automatic,MERCEDES-BENZ,Orange,mercedes-benz gle
2024,32434,Petrol,Semi-Automatic,MAZDA,Beige,mazda cx9
2010,20793,Hybrid,Semi-Automatic,INFINITI,Brown,infiniti qx50
2011,16983,Hybrid,CVT,CADILLAC,Purple,cadillac sedan
2009,30872,Electric,Automatic,HYUNDAI,Beige,hyundai venue
2023,50043,Diesel,Semi-Automatic,MAZDA,Grey,mazda mazda3
2014,24585,Petrol,Manual,KIA,Red,kia telluride
2020,69152,Electric,Automatic,LEXUS,Grey,lexus nx300
2017,35649,Hybrid,Automatic,MITSUBISHI,Beige,mitsubishi sedan
2012,30090,Petrol,Manual,HYUNDAI,Blue,hyundai santafe
2011,15476,Electric,Automatic,CADILLAC,Blue,cadillac coupe
2024,59171,Electric,Automatic,KIA,Grey,kia telluride
2023,53107,Hybrid,Semi-Automatic,VOLVO,Beige,volvo v90
2008,76290,Petrol,Manual,LEXUS,Silver,lexus ls500
2013,43441,Electric,Automatic,TOYOTA,Grey,toyota tacoma
2007,9966,Electric,Automatic,BUICK,Grey,buick minivan
2005,34913,Electric,Automatic,FIAT,Black,fiat truck
2021,51021,Hybrid,CVT,VOLVO,Orange,volvo v60
2015,48179,Electric,Automatic,VOLKSWAGEN,Green,vw beetle
2018,44986,Hybrid,CVT,BUICK,Navy,buick hatchback
2022,56284,Diesel,CVT,JAGUAR,Navy,jaguar epace
2006,29401,Electric,Automatic,HYUNDAI,Maroon,hyundai elantra
2016,42871,Diesel,CVT,SUZUKI,Navy,suzuki convertible
2009,24959,Hybrid,CVT,SUZUKI,Blue,suzuki wagon
2008,21486,Electric,Automatic,VOLKSWAGEN,Red,vw taos
2007,35327,Hybrid,CVT,DODGE,Purple,dodge ram2500
2006,24314,Electric,Automatic,HYUNDAI,Silver,hyundai genesis
2013,10269,Petrol,Semi-Automatic,SKODA,White,skoda suv
2012,43139,Electric,Automatic,CHRYSLER,Silver,chrysler sedan
2019,35487,Electric,Automatic,MINI,White,mini cooper
2023,11989,Electric,Automatic,SKODA,Beige,skoda coupe
2005,19380,Electric,Automatic,NISSAN,Orange,nissan murano
2008,35744,Diesel,CVT,GMC,Yellow,gmc minivan
2016,29567,Petrol,Automatic,RENAULT,Beige,renault minivan
2006,28778,Hybrid,CVT,VOLVO,Maroon,volvo xc60
2023,43598,Electric,Automatic,MITSUBISHI,Silver,mitsubishi truck
2014,29255,Electric,Automatic,FIAT,Grey,fiat coupe
2011,17584,Petrol,CVT,FORD,Beige,ford bronco
2012,19382,Electric,Automatic,CHEVROLET,Black,chevrolet suburban
2024,73061,Petrol,CVT,VOLVO,Beige,volvo v90
2009,34926,Electric,Automatic,CADILLAC,Purple,cadillac sedan
2022,50869,Diesel,Semi-Automatic,GMC,Maroon,gmc convertible
2007,18464,Electric,Automatic,SKODA,Yellow,skoda suv
2020,28043,Electric,Automatic,SKODA,Gold,skoda wagon
2020,9939,Diesel,Semi-Automatic,DODGE,Maroon,dodge ram2500
2013,29828,Petrol,Semi-Automatic,CHEVROLET,Blue,chevrolet corvette
2019,48535,Electric,Automatic,BMW,Gold,bmw x3
2022,56431,Petrol,Manual,LEXUS,Purple,lexus rx350
2016,57507,Petrol,Manual,LEXUS,Blue,lexus nx300
2018,13773,Hybrid,CVT,MAZDA,Yellow,mazda miata
2006,15777,Hybrid,Automatic,HONDA,Blue,honda crv
2005,10117,Petrol,Manual,HONDA,Grey,honda fit
2008,34293,Hybrid,Automatic,SUZUKI,Gold,suzuki suv
2024,50746,Diesel,Automatic,VOLKSWAGEN,Purple,vw jetta
2020,40945,Petrol,Manual,GMC,Maroon,gmc crossover
2023,15303,Petrol,Semi-Automatic,SUBARU,Orange,subaru forester
2015,20902,Diesel,Manual,LAND-ROVER,Brown,land-rover sport
2011,29053,Hybrid,Manual,HYUNDAI,Beige,hyundai sonata
2024,32261,Petrol,Semi-Automatic,MAZDA,Grey,mazda miata
2023,11745,Electric,Automatic,CHEVROLET,Beige,chevrolet equinox
2008,20978,Electric,Automatic,PEUGEOT,Beige,peugeot convertible
2006,18550,Petrol,Semi-Automatic,CADILLAC,Silver,cadillac coupe
2012,44832,Diesel,Automatic,GMC,Maroon,gmc suv
2020,56472,Electric,Automatic,PORSCHE,Beige,porsche taycan
2015,37511,Electric,Automatic,CADILLAC,Grey,cadillac sedan
2021,20312,Hybrid,Semi-Automatic,CHEVROLET,Red,chevrolet camaro
2021,16228,Petrol,CVT,PEUGEOT,Green,peugeot convertible
2012,12699,Electric,Automatic,TOYOTA,Blue,toyota corolla
2015,24229,Petrol,CVT,AUDI,Brown,audi r8
2010,9790,Diesel,Automatic,CHRYSLER,Grey,chrysler wagon
2020,24260,Hybrid,Semi-Automatic,TOYOTA,White,toyota 4runner
2012,29263,Electric,Automatic,INFINITI,Blue,infiniti qx50
2023,15092,Hybrid,CVT,HYUNDAI,Orange,hyundai elantra
2015,20788,Petrol,Manual,RAM,Beige,ram suv
2007,25025,Diesel,Automatic,JEEP,Silver,jeep compass
2012,42045,Petrol,Semi-Automatic,MAZDA,Maroon,mazda miata
2012,8627,Electric,Automatic,TOYOTA,Silver,toyota sienna
2009,9512,Electric,Automatic,HYUNDAI,Red,hyundai venue
2022,87047,Diesel,Automatic,MERCEDES-BENZ,Gold,mercedes-benz c300
2016,19022,Hybrid,Manual,SKODA,Silver,skoda truck
2010,24868,Hybrid,Automatic,CADILLAC,Blue,cadillac minivan
2010,41071,Diesel,Automatic,MITSUBISHI,Blue,mitsubishi coupe
2013,25261,Petrol,Manual,KIA,White,kia sorento
2010,26221,Petrol,CVT,PEUGEOT,Orange,peugeot coupe
2007,44187,Diesel,Automatic,CADILLAC,White,cadillac crossover
2010,17975,Electric,Automatic,BUICK,Black,buick wagon
2017,58285,Petrol,CVT,VOLVO,Silver,volvo xc40
2022,72767,Hybrid,Automatic,BMW,Beige,bmw x4
2008,12557,Petrol,CVT,BUICK,Purple,buick minivan
2014,44865,Petrol,CVT,CADILLAC,Silver,cadillac hatchback
2008,32259,Hybrid,Manual,VOLKSWAGEN,Red,vw touareg
2005,5718,Electric,Automatic,MITSUBISHI,Navy,mitsubishi coupe
2007,37353,Electric,Automatic,TESLA,Navy,tesla modely
2006,12198,Diesel,Automatic,RAM,Blue,ram minivan
2012,63578,Diesel,Semi-Automatic,LEXUS,Maroon,lexus is300
2010,40048,Hybrid,Manual,RAM,Grey,ram wagon
2013,32684,Electric,Automatic,BMW,Blue,bmw 740i
2012,22583,Petrol,Automatic,TOYOTA,White,toyota chr
2024,20905,Hybrid,CVT,SUBARU,Gold,subaru brz
2021,22478,Diesel,Automatic,HONDA,Brown,honda pilot
2022,27996,Diesel,Semi-Automatic,FIAT,Orange,fiat hatchback
2011,33493,Electric,Automatic,DODGE,Blue,dodge ram1500
2020,23363,Petrol,Semi-Automatic,VOLVO,Green,volvo v90
2017,21054,Hybrid,CVT,MITSUBISHI,Gold,mitsubishi hatchback
2023,49197,Petrol,Automatic,SUBARU,Blue,subaru legacy
2024,50520,Petrol,CVT,LEXUS,Blue,lexus lc500
2021,49259,Petrol,Semi-Automatic,CADILLAC,Blue,cadillac suv
2010,15787,Electric,Automatic,SKODA,Grey,skoda convertible
2022,43134,Hybrid,Automatic,SEAT,Purple,seat minivan
2005,34965,Diesel,Semi-Automatic,HONDA,Purple,honda odyssey
2024,43332,Hybrid,Automatic,BMW,Beige,bmw x1
2005,36755,Diesel,Manual,INFINITI,Black,infiniti qx80
2024,15643,Electric,Automatic,SKODA,Orange,skoda hatchback
2011,56576,Petrol,Automatic,ACURA,Blue,acura mdx
2010,16728,Electric,Automatic,INFINITI,Maroon,infiniti qx50
2009,13205,Hybrid,Automatic,HONDA,Black,honda hrv
2013,44335,Petrol,Semi-Automatic,PEUGEOT,White,peugeot suv
2019,71626,Hybrid,Semi-Automatic,LAND-ROVER,Orange,land-rover sport
2007,24101,Diesel,Semi-Automatic,SKODA,Green,skoda minivan
2016,46273,Petrol,CVT,KIA,Red,kia k5
2008,9994,Hybrid,Manual,FIAT,Green,fiat sedan
2013,18059,Diesel,Manual,CHRYSLER,White,chrysler sedan
2008,27214,Hybrid,Manual,CADILLAC,Grey,cadillac truck
2012,22370,Electric,Automatic,INFINITI,Green,infiniti q70
2009,46540,Diesel,Manual,CADILLAC,Grey,cadillac convertible
2019,49794,Hybrid,Semi-Automatic,ACURA,Gold,acura ilx
2019,20909,Hybrid,Automatic,JEEP,Silver,jeep gladiator
2019,35954,Petrol,CVT,MITSUBISHI,Navy,mitsubishi crossover
2017,13125,Electric,Automatic,SUBARU,Grey,subaru ascent
2011,37548,Petrol,CVT,MINI,Maroon,mini coupe
2014,19118,Hybrid,CVT,CADILLAC,Silver,cadillac wagon
2012,35716,Electric,Automatic,SKODA,Blue,skoda convertible
2020,43277,Hybrid,Semi-Automatic,CHEVROLET,Green,chevrolet equinox
2005,8053,Petrol,CVT,SEAT,Blue,seat minivan
2007,25225,Electric,Automatic,DODGE,Red,dodge ram1500
2005,29464,Hybrid,Semi-Automatic,VOLKSWAGEN,Beige,vw taos
2019,23654,Electric,Automatic,SUBARU,White,subaru impreza
2018,40271,Hybrid,Automatic,CHRYSLER,Grey,chrysler convertible
2014,24356,Diesel,Semi-Automatic,FORD,Gold,ford explorer
2012,15665,Electric,Automatic,CHRYSLER,Gold,chrysler sedan
2023,91279,Diesel,Semi-Automatic,JAGUAR,Orange,jaguar fpace
2019,8002,Electric,Automatic,CHRYSLER,Green,chrysler coupe
2005,55165,Petrol,Semi-Automatic,LAND-ROVER,White,land-rover evoque
2007,20414,Hybrid,Semi-Automatic,SUBARU,Blue,subaru brz
2015,42097,Hybrid,CVT,NISSAN,Red,nissan rogue
2014,24209,Hybrid,Semi-Automatic,HONDA,Beige,honda accord
2009,6838,Diesel,Semi-Automatic,GMC,Navy,gmc sedan
2013,16279,Diesel,Automatic,DODGE,Grey,dodge charger
2019,40034,Petrol,Semi-Automatic,PEUGEOT,Gold,peugeot hatchback
2010,18063,Diesel,Automatic,HYUNDAI,Gold,hyundai kona
2005,23367,Diesel,Semi-Automatic,FIAT,Orange,fiat suv
2005,25263,Electric,Automatic,SEAT,Yellow,seat convertible
2007,7645,Electric,Automatic,GMC,Orange,gmc crossover
2023,11189,Petrol,Manual,SEAT,Maroon,seat wagon
2021,13088,Hybrid,Manual,SEAT,Red,seat truck
2005,33009,Hybrid,Semi-Automatic,BMW,Yellow,bmw x5
2022,73059,Electric,Automatic,PORSCHE,White,porsche taycan
2021,33753,Electric,Automatic,SKODA,White,skoda coupe
2022,33732,Electric,Automatic,HYUNDAI,White,hyundai santafe
2009,12977,Diesel,CVT,MINI,Yellow,mini countryman
2021,36834,Hybrid,Automatic,SEAT,Navy,seat convertible
2005,17584,Hybrid,CVT,SUZUKI,Brown,suzuki suv
2009,29904,Petrol,Manual,NISSAN,Silver,nissan leaf
2022,13510,Hybrid,Manual,SUZUKI,White,suzuki convertible
2022,38258,Hybrid,Manual,CHEVROLET,Grey,chevrolet camaro
2006,25379,Electric,Automatic,MERCEDES-BENZ,Purple,mercedes-benz cls
2007,8676,Petrol,Automatic,KIA,Purple,kia optima
2017,49346,Hybrid,CVT,SKODA,Red,skoda hatchback
2013,22744,Diesel,Automatic,JEEP,White,jeep grand-cherokee
2022,41010,Diesel,Semi-Automatic,VOLKSWAGEN,Navy,vw atlas
2013,22002,Hybrid,CVT,JEEP,Orange,jeep compass
2020,21004,Electric,Automatic,VOLKSWAGEN,Yellow,vw taos
2022,19553,Hybrid,Manual,SUZUKI,Silver,suzuki crossover
2024,101659,Petrol,Automatic,AUDI,Brown,audi tt
2011,30994,Electric,Automatic,BUICK,Orange,buick truck
2013,24551,Electric,Automatic,JAGUAR,Black,jaguar fpace
2008,43751,Petrol,Automatic,BMW,Maroon,bmw x1
2010,15204,Hybrid,Semi-Automatic,HONDA,Brown,honda pilot
2006,12748,Hybrid,Manual,HYUNDAI,Orange,hyundai tucson
2015,17423,Petrol,Semi-Automatic,CADILLAC,Red,cadillac convertible
2014,31730,Electric,Automatic,ACURA,White,acura rlx
2011,19588,Electric,Automatic,MITSUBISHI,Green,mitsubishi coupe
2024,24626,Hybrid,Manual,PEUGEOT,Grey,peugeot truck
2009,33115,Hybrid,Semi-Automatic,MINI,Beige,mini countryman
2020,39374,Hybrid,CVT,TOYOTA,Silver,toyota sienna
2023,34772,Diesel,CVT,FIAT,Black,fiat minivan
2009,10123,Hybrid,Semi-Automatic,KIA,Red,kia stinger
2024,10600,Electric,Automatic,CHRYSLER,Beige,chrysler truck
2009,74873,Electric,Automatic,LAND-ROVER,Blue,land-rover discovery
2023,35204,Electric,Automatic,TOYOTA,Purple,toyota avalon
2006,6231,Petrol,Semi-Automatic,KIA,Yellow,kia telluride
2016,71956,Hybrid,Semi-Automatic,BMW,Black,bmw x3
2012,24985,Electric,Automatic,HONDA,Purple,honda odyssey
2022,31834,Diesel,CVT,ACURA,Red,acura tlx
2017,63029,Hybrid,Automatic,ACURA,Yellow,acura tlx
2021,50351,Diesel,Manual,FORD,Blue,ford explorer
2024,46279,Electric,Automatic,PEUGEOT,Purple,peugeot truck
2013,66913,Diesel,CVT,AUDI,Silver,audi s5
2007,39982,Petrol,Semi-Automatic,INFINITI,Yellow,infiniti qx60
2018,81713,Hybrid,Automatic,MERCEDES-BENZ,Navy,mercedes-benz cls
2019,11374,Electric,Automatic,RENAULT,Beige,renault minivan
2011,17615,Diesel,Automatic,SEAT,Navy,seat suv
2023,36190,Hybrid,Automatic,BMW,Grey,bmw x2
2020,48853,Hybrid,Manual,PEUGEOT,Grey,peugeot wagon
2008,31740,Electric,Automatic,SUZUKI,Purple,suzuki suv
2005,15943,Electric,Automatic,SKODA,Red,skoda hatchback
2008,51976,Hybrid,Manual,JAGUAR,Navy,jaguar ftype
2009,37134,Diesel,Semi-Automatic,RAM,White,ram minivan
2018,62170,Diesel,Semi-Automatic,LAND-ROVER,Silver,land-rover evoque
2005,7827,Electric,Automatic,NISSAN,White,nissan versa
2007,14767,Diesel,Manual,MINI,Silver,mini countryman
2014,29776,Electric,Automatic,LAND-ROVER,Grey,land-rover range-rover
2020,36974,Hybrid,Manual,AUDI,Gold,audi tt
2015,16293,Electric,Automatic,BUICK,Maroon,buick truck
2018,49819,Diesel,Automatic,ACURA,Brown,acura nsx
2016,40433,Diesel,Manual,HONDA,Gold,honda hrv
2018,24856,Petrol,CVT,HYUNDAI,Green,hyundai elantra
2020,48556,Hybrid,Semi-Automatic,FORD,Green,ford expedition
2016,49833,Petrol,Manual,FIAT,Orange,fiat coupe
2023,32352,Diesel,Automatic,BMW,Maroon,bmw 530i
2008,18267,Diesel,CVT,KIA,Navy,kia forte
2021,58508,Diesel,Automatic,CADILLAC,Beige,cadillac wagon
2008,21925,Electric,Automatic,AUDI,Yellow,audi rs5
2016,26523,Hybrid,Automatic,KIA,Black,kia sorento
2015,18026,Electric,Automatic,HYUNDAI,Purple,hyundai santafe
2021,32222,Petrol,CVT,VOLKSWAGEN,White,vw gti
2021,45798,Diesel,Automatic,CADILLAC,Red,cadillac coupe
2014,7093,Diesel,CVT,RENAULT,Silver,renault minivan
2019,23646,Petrol,Semi-Automatic,MAZDA,Red,mazda cx3
2009,75239,Hybrid,Automatic,JAGUAR,Orange,jaguar fpace
2006,14238,Electric,Automatic,KIA,Purple,kia k5
2007,24944,Petrol,CVT,VOLVO,Yellow,volvo v60
2017,34668,Petrol,Automatic,LEXUS,Beige,lexus gx460
2012,36490,Petrol,Manual,PORSCHE,Maroon,porsche macan
2018,9958,Diesel,Automatic,MITSUBISHI,Brown,mitsubishi sedan
2015,44945,Petrol,Automatic,CHRYSLER,Black,chrysler convertible
2013,64273,Hybrid,Automatic,JAGUAR,Grey,jaguar xj
2013,74762,Petrol,CVT,LEXUS,Navy,lexus lx570
2010,21409,Petrol,Manual,BUICK,Green,buick suv
2006,19990,Hybrid,Manual,SEAT,Yellow,seat minivan
2013,46201,Electric,Automatic,TESLA,Gold,tesla roadster
2010,7671,Electric,Automatic,CHEVROLET,Beige,chevrolet malibu
2015,6947,Diesel,CVT,SUZUKI,Orange,suzuki minivan
2016,14711,Petrol,CVT,FORD,Silver,ford f150
2013,41477,Electric,Automatic,TOYOTA,Navy,toyota yaris
2006,5464,Hybrid,CVT,VOLKSWAGEN,Purple,vw polo
2014,55362,Petrol,Semi-Automatic,ACURA,Navy,acura rlx
2018,14675,Electric,Automatic,SUZUKI,Orange,suzuki crossover
2013,72324,Electric,Automatic,AUDI,Maroon,audi a8
2005,29157,Diesel,Manual,VOLKSWAGEN,Maroon,vw touareg
2022,58325,Electric,Automatic,JAGUAR,Beige,jaguar fpace
2005,26397,Hybrid,Manual,PEUGEOT,Navy,peugeot suv
2015,90886,Petrol,Automatic,MERCEDES-BENZ,White,mercedes-benz e200
2017,98751,Diesel,Semi-Automatic,JAGUAR,Blue,jaguar xe
2012,21738,Diesel,Manual,INFINITI,Yellow,infiniti qx50
2006,63852,Hybrid,CVT,PORSCHE,Silver,porsche panamera
2018,28289,Electric,Automatic,NISSAN,Silver,nissan pathfinder
2013,9524,Diesel,Manual,RAM,Green,ram suv
2020,18448,Electric,Automatic,JEEP,Grey,jeep renegade
2013,26756,Electric,Automatic,MINI,Beige,mini countryman
2014,38081,Hybrid,Automatic,FIAT,Navy,fiat minivan
2020,106906,Diesel,Semi-Automatic,AUDI,Grey,audi q8
2013,19469,Petrol,Automatic,MAZDA,White,mazda mazda3
2010,20712,Electric,Automatic,JEEP,Silver,jeep compass
2008,43676,Electric,Automatic,CADILLAC,Red,cadillac suv
2023,36259,Electric,Automatic,MITSUBISHI,Yellow,mitsubishi sedan
2014,38572,Petrol,CVT,HONDA,Gold,honda pilot
2022,46003,Petrol,Manual,CHEVROLET,Brown,chevrolet equinox
2019,46430,Hybrid,Manual,FIAT,White,fiat wagon
2021,33717,Petrol,Automatic,AUDI,White,audi q8
2019,23322,Electric,Automatic,KIA,Gold,kia optima
2006,38321,Petrol,Automatic,AUDI,Grey,audi a3
2020,54222,Petrol,Automatic,VOLVO,Orange,volvo xc60
2016,27512,Petrol,Automatic,CHRYSLER,Navy,chrysler truck
2023,39939,Hybrid,Semi-Automatic,SEAT,Green,seat truck
2013,24133,Electric,Automatic,CHEVROLET,Silver,chevrolet blazer
2011,33061,Diesel,Semi-Automatic,FORD,Orange,ford mustang
2023,63237,Diesel,Semi-Automatic,MERCEDES-BENZ,Purple,mercedes-benz c300
2012,28859,Electric,Automatic,GMC,Blue,gmc truck
2006,72462,Electric,Automatic,LAND-ROVER,Grey,land-rover defender
2008,16689,Electric,Automatic,SUBARU,Grey,subaru forester
2006,45593,Petrol,Automatic,VOLVO,Gold,volvo v90
2016,33596,Petrol,Semi-Automatic,JAGUAR,White,jaguar xj
2019,8766,Diesel,CVT,DODGE,Navy,dodge ram2500
2021,92118,Electric,Automatic,TESLA,Maroon,tesla models
2008,5452,Diesel,Manual,HYUNDAI,Brown,hyundai palisade
2012,58493,Diesel,Manual,CADILLAC,Green,cadillac wagon
2013,82004,Hybrid,CVT,JAGUAR,Red,jaguar ftype
2019,102155,Hybrid,Automatic,LEXUS,Gold,lexus is300
2014,30410,Electric,Automatic,BUICK,Yellow,buick sedan
2007,35125,Diesel,Automatic,FORD,Beige,ford maverick
2014,26466,Electric,Automatic,MINI,Beige,mini cooper
2024,46865,Hybrid,Automatic,SEAT,Beige,seat hatchback
2016,30329,Hybrid,Semi-Automatic,JEEP,Red,jeep wrangler
2010,55869,Hybrid,CVT,ACURA,Blue,acura mdx
2015,11213,Hybrid,CVT,RENAULT,Yellow,renault minivan
2022,34740,Electric,Automatic,CHEVROLET,Green,chevrolet tahoe
2021,45034,Electric,Automatic,ACURA,Brown,acura rlx
2006,34632,Diesel,Semi-Automatic,JEEP,Beige,jeep compass
2022,53118,Hybrid,Automatic,MITSUBISHI,Silver,mitsubishi suv
2016,41905,Diesel,Manual,KIA,Gold,kia sorento
2013,22258,Diesel,Automatic,FIAT,Silver,fiat wagon
2008,8636,Diesel,Automatic,RAM,Maroon,ram hatchback
2018,18001,Hybrid,Automatic,MITSUBISHI,Maroon,mitsubishi hatchback
2009,38337,Electric,Automatic,TESLA,Beige,tesla modelx
2017,25789,Diesel,CVT,RAM,Gold,ram suv
2019,92726,Hybrid,CVT,BMW,Maroon,bmw 320i
2016,38045,Electric,Automatic,FORD,Navy,ford explorer
2013,11382,Diesel,CVT,VOLKSWAGEN,Navy,vw arteon
2011,40108,Petrol,Automatic,PORSCHE,Silver,porsche 911
2013,44839,Diesel,Manual,CHRYSLER,Orange,chrysler minivan
2021,37064,Diesel,Semi-Automatic,AUDI,Purple,audi q3
2017,27572,Hybrid,Semi-Automatic,JEEP,Orange,jeep compass
2006,33944,Diesel,Automatic,JEEP,Maroon,jeep wrangler
2014,54864,Petrol,CVT,BMW,Green,bmw x1
2017,48657,Hybrid,Manual,RAM,Brown,ram wagon
2011,22708,Electric,Automatic,DODGE,Gold,dodge challenger
2024,24684,Diesel,Automatic,BUICK,Navy,buick sedan
2019,34509,Hybrid,Automatic,CADILLAC,Gold,cadillac crossover
2012,11558,Electric,Automatic,VOLKSWAGEN,Black,vw id4
2007,14663,Hybrid,Semi-Automatic,SEAT,Brown,seat hatchback
2013,44829,Petrol,Automatic,GMC,White,gmc minivan
2015,44314,Petrol,CVT,DODGE,Red,dodge ram2500
2009,37007,Hybrid,Semi-Automatic,MITSUBISHI,Black,mitsubishi wagon
2005,34934,Diesel,Automatic,CADILLAC,Grey,cadillac convertible
2019,45213,Electric,Automatic,CADILLAC,Black,cadillac sedan
2017,42674,Petrol,Semi-Automatic,SEAT,Purple,seat convertible
2008,26837,Petrol,Manual,NISSAN,Beige,nissan frontier
2013,63951,Petrol,Semi-Automatic,LEXUS,Red,lexus lc500
2014,26388,Petrol,Semi-Automatic,MINI,Navy,mini paceman
2022,25267,Electric,Automatic,JEEP,Brown,jeep grand-cherokee
2021,47551,Diesel,Automatic,FORD,Yellow,ford fiesta
2014,14544,Hybrid,CVT,CHRYSLER,Grey,chrysler coupe
2006,19904,Diesel,Semi-Automatic,VOLVO,Beige,volvo xc90
2017,7301,Electric,Automatic,DODGE,Purple,dodge journey
2011,18548,Diesel,Semi-Automatic,MAZDA,White,mazda miata
2014,40177,Petrol,CVT,SEAT,Black,seat coupe
2010,31712,Petrol,Automatic,DODGE,Brown,dodge charger
2010,9832,Diesel,CVT,MAZDA,Green,mazda mx5
2016,42205,Hybrid,Automatic,MERCEDES-BENZ,Gold,mercedes-benz c180
2005,55387,Electric,Automatic,TESLA,Maroon,tesla models
2016,85757,Electric,Automatic,JAGUAR,Silver,jaguar xf
2010,10526,Diesel,Automatic,SEAT,Purple,seat wagon
2008,33014,Petrol,CVT,DODGE,Grey,dodge ram2500
2018,28630,Electric,Automatic,RENAULT,Purple,renault truck
2020,101251,Electric,Automatic,TESLA,Silver,tesla model3
2023,20927,Hybrid,CVT,NISSAN,Gold,nissan leaf
2016,38149,Hybrid,CVT,SUZUKI,Beige,suzuki sedan
2022,57921,Diesel,Semi-Automatic,MERCEDES-BENZ,Beige,mercedes-benz g550
2015,46120,Diesel,Manual,FIAT,Black,fiat sedan
2020,58712,Electric,Automatic,PORSCHE,Beige,porsche boxster
2015,36782,Electric,Automatic,SEAT,Black,seat suv
2022,17668,Diesel,Manual,SEAT,Purple,seat truck
2018,13608,Diesel,Manual,GMC,Black,gmc coupe
2020,31596,Hybrid,Automatic,PORSCHE,Orange,porsche boxster
2016,34464,Diesel,Semi-Automatic,MITSUBISHI,Gold,mitsubishi sedan
2011,56229,Diesel,Automatic,BMW,Yellow,bmw x4
2021,47654,Electric,Automatic,SKODA,Orange,skoda suv
2005,6075,Electric,Automatic,FIAT,Red,fiat coupe
2014,43573,Petrol,Semi-Automatic,RENAULT,White,renault truck
2016,51364,Diesel,CVT,ACURA,Brown,acura nsx
2021,37844,Diesel,Manual,HYUNDAI,Grey,hyundai ioniq
2009,41389,Electric,Automatic,LEXUS,Beige,lexus gx460
2013,41022,Hybrid,Semi-Automatic,RENAULT,Brown,renault convertible
2016,16675,Electric,Automatic,GMC,Red,gmc truck
2017,49501,Diesel,CVT,AUDI,Maroon,audi a6
2023,15187,Hybrid,Manual,GMC,Brown,gmc wagon
2018,30653,Hybrid,CVT,HONDA,Yellow,honda odyssey
2020,13930,Petrol,Semi-Automatic,DODGE,Purple,dodge journey
2008,33281,Diesel,Semi-Automatic,ACURA,Navy,acura rdx
2007,34274,Diesel,CVT,PORSCHE,Silver,porsche cayenne
2023,23503,Electric,Automatic,RAM,Black,ram wagon
2017,42093,Electric,Automatic,INFINITI,Beige,infiniti q60
2007,11319,Diesel,CVT,TOYOTA,Green,toyota avalon
2023,23722,Petrol,CVT,HONDA,Maroon,honda passport
2024,40630,Petrol,Semi-Automatic,GMC,Grey,gmc convertible
2011,35176,Electric,Automatic,LAND-ROVER,Silver,land-rover discovery
2010,13622,Diesel,CVT,MAZDA,White,mazda mx5
2006,34415,Hybrid,Automatic,FIAT,Red,fiat sedan
2020,62866,Electric,Automatic,INFINITI,Yellow,infiniti qx60
2015,20120,Hybrid,CVT,KIA,Maroon,kia sorento
2007,16963,Diesel,Automatic,CADILLAC,Beige,cadillac hatchback
2024,54188,Electric,Automatic,NISSAN,Orange,nissan murano
2017,7099,Hybrid,CVT,SUBARU,Blue,subaru wrx
2013,35677,Electric,Automatic,MINI,Red,mini paceman
2009,14783,Diesel,Automatic,TOYOTA,Black,toyota highlander
2017,76998,Petrol,Semi-Automatic,LAND-ROVER,Navy,land-rover discovery
